Name,Unit,Caption,PosX,PosY,PosZ
TopLayerCentroids,Micrometers,1,10419.052000000001,14549.791200000001,32916.828
TopLayerCentroids,Micrometers,2,10271.5256,14512.909600000003,27476.792000000005
TopLayerCentroids,Micrometers,3,10677.223200000002,24120.5664,32843.0648
TopLayerCentroids,Micrometers,4,10455.933600000002,29099.582400000003,18772.7344
TopLayerCentroids,Micrometers,5,10253.0848,24304.974400000003,16172.581600000003
TopLayerCentroids,Micrometers,6,10105.558400000002,24378.7376,10437.492800000002
TopLayerCentroids,Micrometers,7,10548.137600000002,24157.448,27366.147200000003
TopLayerCentroids,Micrometers,8,10216.203200000002,9718.3016,30445.760800000004
TopLayerCentroids,Micrometers,9,10308.407200000001,29154.904800000004,13240.494400000001
TopLayerCentroids,Micrometers,10,9828.946400000003,14789.521600000002,10548.137600000002
TopLayerCentroids,Micrometers,11,9958.032000000003,24378.7376,4794.608
TopLayerCentroids,Micrometers,12,10400.611200000001,24231.2112,21760.144000000004
TopLayerCentroids,Micrometers,13,10050.236000000003,19547.248000000003,13314.257600000003
TopLayerCentroids,Micrometers,14,9902.709600000002,19602.5704,7726.6952
TopLayerCentroids,Micrometers,15,10603.460000000003,28970.4968,24452.5008
TopLayerCentroids,Micrometers,16,10087.117600000003,9718.3016,25061.0472
TopLayerCentroids,Micrometers,17,9921.150400000002,9718.3016,19289.076800000003
TopLayerCentroids,Micrometers,18,10160.8808,29210.227200000005,7542.287200000001
TopLayerCentroids,Micrometers,19,9681.420000000002,14826.403200000002,4831.489600000001
TopLayerCentroids,Micrometers,20,9626.097600000001,9976.472800000001,7745.136
TopLayerCentroids,Micrometers,21,10197.762400000001,19491.925600000002,19049.346400000002
TopLayerCentroids,Micrometers,22,10142.44,14549.791200000001,22018.315200000005
TopLayerCentroids,Micrometers,23,9773.624000000002,9902.709600000002,13480.224800000002
TopLayerCentroids,Micrometers,24,9994.913600000002,14641.995200000003,16356.989600000003
TopLayerCentroids,Micrometers,25,10105.558400000002,5532.240000000001,30316.675200000005
TopLayerCentroids,Micrometers,26,10769.427200000002,28896.733600000003,30998.984800000006
TopLayerCentroids,Micrometers,27,10437.492800000002,19344.3992,28546.3584
