Name,Unit,Caption,PosX,PosY,PosZ
Centroids_base,Micrometers,1,21818.846,3398.0170000000003,1949.3887
Centroids_base,Micrometers,2,21175.0112,32245.392899999995,2003.0416000000002
Centroids_base,Micrometers,3,21711.5402,8495.042500000001,1895.7358000000002
Centroids_base,Micrometers,4,21300.2013,26593.954100000003,1967.2730000000004
Centroids_base,Micrometers,5,21568.4658,14593.588800000001,1931.5044000000003
Centroids_base,Micrometers,6,21443.275700000002,20584.8293,1985.1573
Centroids_base,Micrometers,7,21389.6228,3272.8269000000005,31386.9465
Centroids_base,Micrometers,8,21532.697200000002,3290.7112,21157.1269
Centroids_base,Micrometers,9,21693.6559,3326.4798,10891.5387
Centroids_base,Micrometers,10,20906.746700000003,32299.045799999996,21371.7385
Centroids_base,Micrometers,11,21049.8211,32263.277199999997,11088.266000000001
Centroids_base,Micrometers,12,21425.3914,8316.1995,21139.2426
Centroids_base,Micrometers,13,21157.1269,20495.4078,21192.8955
Centroids_base,Micrometers,14,21282.317000000003,11374.4148,26307.8053
Centroids_base,Micrometers,15,21157.1269,17419.3082,26307.8053
Centroids_base,Micrometers,16,21300.2013,14396.8615,21157.1269
Centroids_base,Micrometers,17,21139.2426,14361.0929,31422.715099999998
Centroids_base,Micrometers,18,21282.317000000003,8298.3152,31369.0622
Centroids_base,Micrometers,19,21425.3914,11428.067700000001,16006.448499999999
Centroids_base,Micrometers,20,21175.0112,26558.1855,11034.6131
Centroids_base,Micrometers,21,21300.2013,17472.9611,16077.985700000001
Centroids_base,Micrometers,22,21425.3914,5365.29,26272.0367
Centroids_base,Micrometers,23,21300.2013,20584.8293,10980.960200000001
Centroids_base,Micrometers,24,21014.0525,20441.7549,31476.368
Centroids_base,Micrometers,25,21175.0112,23517.8545,16095.87
Centroids_base,Micrometers,26,21031.936800000003,29526.979300000003,16185.291500000001
Centroids_base,Micrometers,27,20888.862399999998,29562.747900000002,26450.8797
Centroids_base,Micrometers,28,21031.936800000003,26558.1855,21282.317000000003
Centroids_base,Micrometers,29,21443.275700000002,14522.0516,10945.191600000002
Centroids_base,Micrometers,30,21568.4658,8441.3896,10891.5387
Centroids_base,Micrometers,31,20745.788,32424.2359,31780.401100000003
Centroids_base,Micrometers,32,21014.0525,23553.6231,26379.3425
Centroids_base,Micrometers,33,21568.4658,5418.9429,15970.6799
Centroids_base,Micrometers,34,21318.085600000002,23571.5074,5937.587600000001
Centroids_base,Micrometers,35,20870.9781,26522.4169,31494.252299999996
Centroids_base,Micrometers,36,21192.8955,29509.095,5937.587600000001
Centroids_base,Micrometers,37,21586.350100000003,11463.8363,5866.0504
Centroids_base,Micrometers,38,21443.275700000002,17508.7297,5901.819
Centroids_base,Micrometers,39,21711.5402,5490.480100000001,5758.744600000001
