Name,Unit,Caption,PosX,PosY,PosZ
BaseLayerCentroids,Micrometers,1,22223.76,22920.976,10196.783999999998
BaseLayerCentroids,Micrometers,2,25901.574399999998,13177.382399999999,28254.6784
BaseLayerCentroids,Micrometers,3,23426.457599999998,19800.934400000002,16157.9808
BaseLayerCentroids,Micrometers,4,21108.214399999997,19121.1488,4444.751999999999
BaseLayerCentroids,Micrometers,5,25762.1312,20149.5424,27923.500799999998
BaseLayerCentroids,Micrometers,6,21212.7968,12183.849599999998,4706.207999999999
BaseLayerCentroids,Micrometers,7,23653.052799999998,5891.475199999999,16680.892799999998
BaseLayerCentroids,Micrometers,8,22084.3168,29858.2752,9813.3152
BaseLayerCentroids,Micrometers,9,21317.3792,5333.702399999999,4897.942399999999
BaseLayerCentroids,Micrometers,10,20968.7712,26093.3088,4096.143999999999
BaseLayerCentroids,Micrometers,11,23321.8752,26598.790399999998,15896.5248
BaseLayerCentroids,Micrometers,12,22432.9248,9098.6688,10702.265599999999
BaseLayerCentroids,Micrometers,13,24542.0032,23374.166400000002,21892.5824
BaseLayerCentroids,Micrometers,14,25657.5488,27017.12,27627.183999999997
BaseLayerCentroids,Micrometers,15,23548.470400000002,12828.774399999998,16419.4368
BaseLayerCentroids,Micrometers,16,24786.0288,9586.719999999998,22502.646399999998
BaseLayerCentroids,Micrometers,17,22328.342399999998,16018.5376,10458.239999999998
BaseLayerCentroids,Micrometers,18,24437.4208,30381.1872,21665.9872
BaseLayerCentroids,Micrometers,19,24664.016,16471.728000000003,22241.1904
